EVENT_ID,CUSTOMER_ID,PRODUCT_ID,EVENT_TYPE,EVENT_DATE,DEVICE_TYPE,SESSION_ID,CREATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
6593,338,360,cart_add,2024-04-06,mobile,session_58461,2024-04-06 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6594,338,663,wishlist_add,2024-02-13,desktop,session_69604,2024-02-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6595,338,528,cart_add,2024-01-21,mobile,session_85431,2024-01-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6596,338,60,cart_add,2024-06-10,mobile,session_29297,2024-06-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6597,338,332,cart_remove,2024-03-10,mobile,session_84633,2024-03-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6598,338,145,purchase,2024-10-22,desktop,session_31420,2024-10-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6599,338,377,wishlist_add,2023-12-02,tablet,session_51218,2023-12-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6600,339,291,cart_remove,2023-12-19,tablet,session_93510,2023-12-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6601,339,479,wishlist_add,2024-03-14,tablet,session_31259,2024-03-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6602,339,955,view,2023-12-05,tablet,session_22635,2023-12-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6603,339,959,cart_add,2024-12-13,mobile,session_76970,2024-12-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6604,339,138,cart_add,2024-05-21,mobile,session_16698,2024-05-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6605,339,183,search,2024-01-19,mobile,session_12211,2024-01-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6606,339,148,search,2024-07-29,mobile,session_40943,2024-07-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6635,340,858,search,2023-11-12,tablet,session_40788,2023-11-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6582,338,495,wishlist_add,2024-04-22,mobile,session_56122,2024-04-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6608,339,122,wishlist_add,2023-11-23,tablet,session_44075,2023-11-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6665,342,399,wishlist_add,2024-08-12,tablet,session_35846,2024-08-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6609,339,245,view,2023-11-29,desktop,session_74759,2023-11-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6611,339,950,search,2024-07-24,desktop,session_66159,2024-07-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6612,339,462,wishlist_add,2024-03-04,mobile,session_89770,2024-03-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6613,339,589,cart_remove,2024-01-15,mobile,session_19075,2024-01-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6614,339,355,cart_remove,2023-11-15,tablet,session_84903,2023-11-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6615,339,201,search,2024-09-29,tablet,session_41936,2024-09-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6616,339,698,search,2024-01-08,desktop,session_48604,2024-01-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6617,339,766,cart_remove,2024-10-18,mobile,session_89838,2024-10-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6618,339,839,view,2024-04-05,mobile,session_14990,2024-04-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6619,339,504,purchase,2024-11-24,mobile,session_23553,2024-11-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6620,339,421,search,2024-04-30,mobile,session_89306,2024-04-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6621,339,204,wishlist_add,2023-11-18,desktop,session_41788,2023-11-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6610,339,493,search,2024-03-28,tablet,session_61382,2024-03-28 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6622,339,452,wishlist_add,2024-04-29,tablet,session_31127,2024-04-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6624,339,638,purchase,2023-11-21,mobile,session_15189,2023-11-21 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6625,340,542,search,2023-08-30,desktop,session_73630,2023-08-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6626,340,76,search,2023-10-17,tablet,session_57622,2023-10-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6627,340,839,wishlist_add,2024-03-08,desktop,session_82885,2024-03-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6628,340,758,wishlist_add,2023-10-08,mobile,session_44352,2023-10-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6629,340,842,search,2023-07-08,tablet,session_83108,2023-07-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6630,340,960,wishlist_add,2024-05-15,tablet,session_67857,2024-05-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6631,340,287,purchase,2024-07-08,desktop,session_19818,2024-07-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6632,340,936,cart_remove,2023-10-30,tablet,session_48070,2023-10-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6633,340,401,purchase,2024-05-27,desktop,session_65189,2024-05-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6634,340,667,cart_add,2024-05-03,tablet,session_41977,2024-05-03 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6623,339,344,view,2024-07-05,mobile,session_19886,2024-07-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6636,340,176,wishlist_add,2024-07-31,desktop,session_15312,2024-07-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6637,340,982,cart_remove,2024-10-10,desktop,session_82371,2024-10-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6638,340,712,search,2024-08-30,desktop,session_82378,2024-08-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6668,342,46,purchase,2024-08-07,desktop,session_29464,2024-08-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6639,340,694,purchase,2024-11-15,mobile,session_74165,2024-11-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6640,340,740,search,2023-10-08,tablet,session_81027,2023-10-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6641,340,407,cart_add,2024-10-14,tablet,session_99871,2024-10-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6642,340,924,view,2024-01-16,tablet,session_67559,2024-01-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6643,341,873,purchase,2024-03-29,mobile,session_72044,2024-03-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6644,341,598,search,2024-12-04,mobile,session_95225,2024-12-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6645,341,536,wishlist_add,2023-11-24,mobile,session_82644,2023-11-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6646,341,895,view,2024-02-13,tablet,session_35760,2024-02-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6647,341,860,view,2024-12-07,desktop,session_91265,2024-12-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6648,341,479,cart_add,2024-01-19,desktop,session_12850,2024-01-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6649,341,765,cart_remove,2024-05-02,mobile,session_33318,2024-05-02 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6650,341,683,wishlist_add,2023-10-18,tablet,session_66122,2023-10-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6651,341,660,cart_add,2024-06-12,tablet,session_75697,2024-06-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6652,341,14,wishlist_add,2024-02-07,desktop,session_87621,2024-02-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6653,341,968,cart_remove,2024-08-23,tablet,session_20797,2024-08-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6654,341,685,view,2024-10-11,desktop,session_75947,2024-10-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6655,341,738,purchase,2024-09-30,tablet,session_33272,2024-09-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6656,341,137,wishlist_add,2024-08-07,desktop,session_76968,2024-08-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6657,341,602,view,2024-09-22,desktop,session_67092,2024-09-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6658,341,844,search,2024-03-14,tablet,session_30141,2024-03-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6659,342,663,search,2024-12-15,desktop,session_40266,2024-12-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6660,342,531,cart_remove,2024-06-04,desktop,session_92345,2024-06-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6661,342,409,cart_add,2024-06-26,tablet,session_66469,2024-06-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6662,342,462,purchase,2024-08-04,tablet,session_21159,2024-08-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6663,342,177,wishlist_add,2024-11-11,mobile,session_32885,2024-11-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6664,342,796,purchase,2024-10-11,tablet,session_34186,2024-10-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6666,342,341,cart_add,2024-09-01,mobile,session_79627,2024-09-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6581,338,684,cart_remove,2024-04-10,desktop,session_53969,2024-04-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6680,342,892,cart_add,2024-08-09,desktop,session_55615,2024-08-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6669,342,327,cart_add,2024-08-07,mobile,session_16373,2024-08-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6670,342,241,view,2024-05-26,tablet,session_21621,2024-05-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6671,342,735,purchase,2024-10-01,desktop,session_34266,2024-10-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6672,342,975,view,2024-07-17,mobile,session_37846,2024-07-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6673,342,827,search,2024-09-27,tablet,session_96169,2024-09-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6674,342,25,view,2024-05-31,tablet,session_28582,2024-05-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6675,342,450,view,2024-06-27,desktop,session_44591,2024-06-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6676,342,881,cart_add,2024-10-23,tablet,session_99423,2024-10-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6677,342,895,wishlist_add,2024-12-04,mobile,session_26730,2024-12-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6678,342,594,view,2024-12-12,desktop,session_20149,2024-12-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6679,342,216,wishlist_add,2024-05-24,tablet,session_45750,2024-05-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6681,343,115,view,2024-12-15,desktop,session_87212,2024-12-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6667,342,600,cart_add,2024-06-12,desktop,session_12274,2024-06-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6682,343,835,view,2024-12-13,desktop,session_89661,2024-12-13 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6683,343,14,purchase,2024-12-14,mobile,session_25302,2024-12-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6684,343,953,search,2024-12-09,desktop,session_76931,2024-12-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6685,343,891,purchase,2024-12-09,desktop,session_20919,2024-12-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6686,343,552,view,2024-12-15,mobile,session_13047,2024-12-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6687,343,597,purchase,2024-12-14,mobile,session_24061,2024-12-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6688,343,82,cart_add,2024-12-06,tablet,session_55033,2024-12-06 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6689,343,101,view,2024-12-04,desktop,session_31831,2024-12-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6690,343,975,wishlist_add,2024-12-12,mobile,session_17860,2024-12-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6691,343,585,cart_add,2024-12-12,mobile,session_71279,2024-12-12 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6692,343,580,cart_add,2024-12-04,tablet,session_17206,2024-12-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6550,336,796,view,2024-07-16,mobile,session_65446,2024-07-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6694,343,921,wishlist_add,2024-12-04,tablet,session_87252,2024-12-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
7073,364,351,wishlist_add,2024-10-30,mobile,session_41208,2024-10-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6724,346,610,view,2024-09-22,mobile,session_91604,2024-09-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6697,343,90,cart_remove,2024-12-04,mobile,session_24526,2024-12-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6698,343,512,view,2024-12-08,mobile,session_59995,2024-12-08 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6699,343,111,search,2024-12-15,tablet,session_25845,2024-12-15 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6700,343,73,cart_remove,2024-12-11,mobile,session_18416,2024-12-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6701,344,484,search,2024-04-10,mobile,session_82815,2024-04-10 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6702,344,196,cart_remove,2024-07-14,tablet,session_41381,2024-07-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6703,344,780,search,2024-09-09,desktop,session_30865,2024-09-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6704,344,119,cart_remove,2024-11-14,desktop,session_64660,2024-11-14 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6705,344,501,cart_remove,2024-06-22,mobile,session_90492,2024-06-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6706,344,882,cart_remove,2024-04-17,desktop,session_40088,2024-04-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6707,344,36,purchase,2024-06-26,tablet,session_50352,2024-06-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6708,344,663,cart_remove,2024-11-18,desktop,session_85650,2024-11-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6709,344,26,wishlist_add,2024-04-24,tablet,session_35329,2024-04-24 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6710,344,149,purchase,2024-09-18,mobile,session_35093,2024-09-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6711,345,744,wishlist_add,2024-08-29,mobile,session_14599,2024-08-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6712,345,772,purchase,2024-08-20,tablet,session_58378,2024-08-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6713,345,840,cart_remove,2024-06-29,tablet,session_82434,2024-06-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6714,345,747,view,2023-11-09,tablet,session_58641,2023-11-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6715,345,804,wishlist_add,2024-03-30,mobile,session_21123,2024-03-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6716,345,811,view,2024-05-31,mobile,session_69154,2024-05-31 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6717,345,400,wishlist_add,2024-04-04,mobile,session_66807,2024-04-04 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6718,345,20,wishlist_add,2023-12-09,desktop,session_17647,2023-12-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6719,345,289,purchase,2024-12-11,mobile,session_23554,2024-12-11 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6720,345,551,cart_remove,2023-10-20,desktop,session_14325,2023-10-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6721,345,506,view,2024-02-07,mobile,session_37099,2024-02-07 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6722,345,506,purchase,2024-09-27,mobile,session_40674,2024-09-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6751,346,125,search,2023-06-27,desktop,session_69072,2023-06-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6695,343,490,cart_remove,2024-12-05,tablet,session_41537,2024-12-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6725,346,792,search,2024-08-19,desktop,session_11227,2024-08-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6726,346,155,purchase,2024-08-19,tablet,session_60349,2024-08-19 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6727,346,473,wishlist_add,2023-08-26,tablet,session_10088,2023-08-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6728,346,666,search,2023-07-01,mobile,session_42161,2023-07-01 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6729,346,683,purchase,2024-01-20,mobile,session_52895,2024-01-20 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6730,346,63,view,2024-03-16,tablet,session_67511,2024-03-16 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6731,346,803,search,2024-02-27,desktop,session_43884,2024-02-27 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6732,346,690,cart_remove,2024-02-29,desktop,session_87427,2024-02-29 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6733,346,458,cart_remove,2024-01-22,mobile,session_88927,2024-01-22 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6734,346,272,wishlist_add,2023-10-18,mobile,session_32878,2023-10-18 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6735,346,345,cart_add,2024-06-26,tablet,session_55064,2024-06-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6736,346,50,search,2023-08-05,tablet,session_78459,2023-08-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6737,346,41,purchase,2023-08-17,desktop,session_80026,2023-08-17 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6738,346,978,cart_add,2023-12-23,mobile,session_90701,2023-12-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6739,346,360,view,2024-03-05,mobile,session_54194,2024-03-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6740,346,901,search,2023-10-30,tablet,session_90897,2023-10-30 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6741,346,52,wishlist_add,2023-10-09,mobile,session_71733,2023-10-09 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6742,346,971,view,2024-08-05,desktop,session_58432,2024-08-05 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6743,346,978,search,2024-10-26,tablet,session_94820,2024-10-26 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
6744,346,798,view,2024-06-23,mobile,session_13057,2024-06-23 00:00:00.000000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
